"2015,40"	40	1.109452636	1.22559
"2015,41"	41	1.321428838	1.31066
"2015,42"	42	1.289735083	1.3711
"2015,43"	43	1.45203895	1.39171
"2015,44"	44	1.520591111	1.43712
"2015,46"	46	1.578531608	1.59805
"2015,47"	47	1.60049666	1.89668
"2015,51"	51	1.953998667	2.32148
"2016,3"	55	2.112685285	2.11829
"2016,4"	56	2.222739408	2.25112
